ticker,company_name,year,market_cap,category,sector,price,ret_1d,low_52w,high_52w,from_low_pct,from_high_pct,sma_20d,sma_50d,sma_200d,ret_3d,ret_7d,ret_30d,ret_3m,ret_6m,ret_1y,ret_3y,ret_5y,volume_1d,volume_7d,volume_30d,volume_90d,volume_180d,vol_ratio_1d_90d,vol_ratio_7d_90d,vol_ratio_30d_90d,vol_ratio_1d_180d,vol_ratio_7d_180d,vol_ratio_30d_180d,vol_ratio_90d_180d,rvol,prev_close,pe,eps_current,eps_last_qtr,eps_change_pct
FLUOROCHEM,Gujarat Fluorochemicals Ltd,2018,"₹39,166 Cr",Large Cap,Chemicals,"₹3,560",-0.82%,"₹3,105","₹4,881",14.65%,-27.06%,"₹3,502","₹3,622","₹3,869",0.13%,3.37%,2.71%,-9.03%,-0.89%,12.73%,3.53%,827.27%,59342,133376,100497,102485,98293,-42.10%,30.14%,-1.94%,-39.63%,35.69%,2.24%,4.27%,0.6,"₹3,590",72,50,45,10.42%
MANYAVAR,Vedant Fashions Ltd,2002,"₹19,283 Cr",Mid Cap,Specialty Retailers,₹794,1.10%,₹706,"₹1,512",12.37%,-47.51%,₹802,₹789,₹987,-0.16%,-2.02%,-1.48%,-0.14%,-30.43%,-25.80%,-26.24%,,78476,120676,248725,317585,273315,-75.29%,-62.00%,-21.68%,-71.29%,-55.85%,-9.00%,16.20%,0.2,₹785,50,16,15,6.53%
CMSINFO,Cms Info Systems Ltd,2008,"₹8,384 Cr",Mid Cap,Professional & Commercial Services,₹510,1.63%,₹411,₹617,24.16%,-17.32%,₹516,₹499,₹482,-1.32%,-4.45%,4.32%,11.42%,18.58%,-6.99%,94.78%,,745804,416600,316396,434919,451159,71.48%,-4.21%,-27.25%,65.31%,-7.66%,-29.87%,-3.60%,1.7,₹502,23,22,25,-10.56%
MAPMYINDIA,CE Info Systems Ltd,1995,"₹9,925 Cr",Mid Cap,Software & IT Services,"₹1,824",0.39%,"₹1,513","₹2,559",20.54%,-28.73%,"₹1,790","₹1,846","₹1,767",-1.42%,1.55%,3.64%,-0.95%,10.18%,-25.02%,34.43%,,60981,127914,113137,149830,122463,-59.30%,-14.63%,-24.49%,-50.20%,4.45%,-7.62%,22.35%,0.4,"₹1,817",68,27,25,7.08%
SONATSOFTW,Sonata Software Ltd,1994,"₹11,942 Cr",Mid Cap,Software & IT Services,₹430,0.42%,₹286,₹764,50.14%,-43.70%,₹426,₹414,₹477,-0.01%,-1.70%,3.93%,18.51%,-23.58%,-39.78%,65.82%,377.35%,479379,504597,1669567,4540043,3228994,-89.44%,-88.89%,-63.23%,-85.15%,-84.37%,-48.29%,40.60%,0.1,₹428,28,15,15,1.87%
MBAPL,Madhya Bharat Agro products Ltd,1997,"₹3,805 Cr",Small Cap,Chemicals,₹434,2.20%,₹197,₹454,120.41%,-4.29%,₹423,₹377,₹291,1.05%,0.92%,4.11%,61.96%,49.27%,93.67%,153.47%,2762.77%,318703,251233,295881,223172,135751,42.81%,12.57%,32.58%,134.77%,85.07%,117.96%,64.40%,1.4,₹425,51,8,9,-5.89%
BIGBLOC,Bigbloc Construction Ltd,2015,₹871 Cr,Small Cap,Construction Materials,₹62,-0.02%,₹59,₹149,4.41%,-58.57%,₹63,₹65,₹82,0.39%,0.18%,-5.74%,-8.58%,-29.09%,-55.09%,19.84%,1357.08%,58756,58503,82763,157375,205635,-62.66%,-62.83%,-47.41%,-71.43%,-71.55%,-59.75%,-23.47%,0.4,₹62,90,1,,
COROMANDEL,Coromandel International Ltd,1961,"₹72,089 Cr",Large Cap,Chemicals,"₹2,443",4.80%,"₹1,546","₹2,548",58.06%,-4.12%,"₹2,331","₹2,342","₹2,001",3.78%,4.11%,4.86%,10.36%,36.05%,50.19%,146.36%,212.14%,1175706,447348,618105,945950,798266,24.29%,-52.71%,-34.66%,47.28%,-43.96%,-22.57%,18.50%,1.2,"₹2,331",35,70,65,7.88%
APTECHT,Aptech Ltd,2000,₹795 Cr,Small Cap,Professional & Business Education,₹137,0.60%,₹107,₹254,28.03%,-46.07%,₹147,₹154,₹155,0.00%,-2.50%,-13.34%,-13.09%,-20.19%,-37.35%,-20.61%,75.01%,29279,56636,77208,182917,312029,-83.99%,-69.04%,-57.79%,-90.62%,-81.85%,-75.26%,-41.38%,0.2,₹136,42,3,4,-6.00%
LIKHITHA,Likhitha Infrastructure Ltd,1998,"₹1,107 Cr",Small Cap,Construction & Engineering,₹281,0.18%,₹239,₹466,17.41%,-39.77%,₹285,₹288,₹307,-0.21%,-1.68%,-6.13%,3.32%,-13.53%,-35.43%,98.77%,,55287,46668,65375,125550,115182,-55.96%,-62.83%,-47.93%,-52.00%,-59.48%,-43.24%,9.00%,0.4,₹280,16,18,15,17.13%
RVNL,Rail Vikas Nigam Ltd,2003,"₹78,831 Cr",Large Cap,Construction & Engineering,₹377,0.99%,₹305,₹627,23.74%,-39.79%,₹385,₹400,₹398,1.38%,-1.06%,-5.88%,4.07%,-8.34%,-34.45%,1120.45%,1857.81%,3184740,3216717,4040231,8492189,9698467,-62.50%,-62.12%,-52.42%,-67.16%,-66.83%,-58.34%,-12.44%,0.4,₹374,61,6,6,2.50%
ECLERX,eClerx Services Limited,2000,"₹17,182 Cr",Mid Cap,Professional & Commercial Services,"₹3,655",-0.73%,"₹2,168","₹3,877",68.59%,-5.73%,"₹3,535","₹3,513","₹3,174",-2.17%,-0.38%,6.52%,47.01%,21.86%,52.72%,162.96%,1065.32%,28284,42374,50922,82043,74579,-65.53%,-48.35%,-37.93%,-62.08%,-43.18%,-31.72%,10.01%,0.3,"₹3,682",33,112,100,12.07%
KAMATHOTEL,Kamat Hotels (India) Ltd,1986,₹731 Cr,Small Cap,Hotels & Entertainment Services,₹248,1.76%,₹175,₹354,41.71%,-29.86%,₹239,₹237,₹244,3.66%,3.44%,7.38%,0.92%,14.48%,13.53%,286.35%,778.19%,87425,60281,86762,102384,293441,-14.61%,-41.12%,-15.26%,-70.21%,-79.46%,-70.43%,-65.11%,0.9,₹244,16,16,15,4.00%
LTIM,LTIMindtree Ltd,1996,"₹157,031 Cr",Large Cap,Software & IT Services,"₹5,200",-1.85%,"₹3,802","₹6,768",36.77%,-23.17%,"₹5,266","₹5,244","₹5,375",0.47%,0.11%,-4.53%,15.68%,-13.47%,-7.11%,,,282828,437604,282711,294422,364845,-3.94%,48.63%,-3.98%,-22.48%,19.94%,-22.51%,-19.30%,1.0,"₹5,298",35,146,100,45.92%
FACT,Fertilisers And Chemicals Travancore Ltd,1943,"₹63,255 Cr",Large Cap,Chemicals,₹976,3.51%,₹565,"₹1,112",72.76%,-12.22%,₹950,₹966,₹864,2.77%,0.89%,-5.69%,31.66%,2.72%,-3.15%,858.72%,1960.74%,1436102,413325,723546,1111262,998611,29.23%,-62.81%,-34.89%,43.81%,-58.61%,-27.54%,11.28%,1.3,₹943,1525,1,,
CRISIL,Crisil Ltd,1987,"₹42,426 Cr",Large Cap,Professional & Commercial Services,"₹5,802",-1.01%,"₹3,974","₹6,950",46.00%,-16.53%,"₹5,914","₹5,607","₹5,219",0.29%,-2.24%,-2.16%,27.87%,9.18%,36.04%,83.15%,235.89%,18291,35063,55198,88049,77348,-79.23%,-60.18%,-37.31%,-76.35%,-54.67%,-28.64%,13.83%,0.2,"₹5,861",58,100,100,-0.49%
ADANIPOWER,Adani Power Ltd,1996,"₹225,901 Cr",Mega Cap,Electrical Utilities & IPPs,₹585,-0.72%,₹432,₹753,35.35%,-22.34%,₹596,₹572,₹539,-0.99%,-2.33%,4.83%,5.64%,13.41%,-15.89%,96.14%,1556.45%,1631109,2155700,5257341,5383187,5285288,-69.70%,-59.95%,-2.34%,-69.14%,-59.21%,-0.53%,1.85%,0.3,₹589,17,34,25,34.20%
COALINDIA,Coal India Ltd,1973,"₹237,483 Cr",Mega Cap,Coal,₹386,-1.32%,₹349,₹544,10.41%,-29.06%,₹387,₹393,₹395,-0.90%,-0.08%,-1.58%,-2.92%,0.65%,-21.94%,90.58%,196.69%,4022204,4461221,5263597,6221741,6362899,-35.35%,-28.30%,-15.40%,-36.79%,-29.89%,-17.28%,-2.22%,0.6,₹391,7,57,65,-11.74%
IVP,IVP Ltd,1929,₹202 Cr,Micro Cap,Chemicals,₹195,2.54%,₹141,₹267,38.22%,-26.94%,₹191,₹186,₹189,4.74%,4.25%,13.79%,22.60%,6.78%,2.73%,21.76%,332.09%,39337,13179,18829,20084,18644,95.86%,-34.38%,-6.25%,110.99%,-29.31%,1.00%,7.73%,2.0,₹190,18,11,9,21.67%
IRCTC,Indian Railway Ctrng nd Trsm Corp Ltd,1999,"₹60,560 Cr",Large Cap,Passenger Transportation Services,₹757,-0.65%,₹656,"₹1,001",15.40%,-24.36%,₹775,₹776,₹772,-0.47%,-2.29%,-1.37%,-0.92%,-3.87%,-21.89%,27.00%,181.44%,384144,480244,743200,1081427,1192213,-64.48%,-55.59%,-31.28%,-67.78%,-59.72%,-37.66%,-9.29%,0.4,₹762,46,16,15,9.60%
DONEAR,Donear Industries Ltd,1987,₹545 Cr,Small Cap,Textiles & Apparel,₹105,-1.10%,₹97,₹185,8.27%,-43.32%,₹108,₹110,₹119,-0.56%,-3.42%,-3.24%,-3.38%,-18.24%,-26.94%,105.66%,297.69%,45160,57745,95973,91887,115459,-50.85%,-37.16%,4.45%,-60.89%,-49.99%,-16.88%,-20.42%,0.5,₹106,17,6,6,2.17%
RKFORGE,Ramkrishna Forgings Ltd,1981,"₹11,272 Cr",Mid Cap,Metals & Mining,₹623,-1.08%,₹553,"₹1,064",12.71%,-41.42%,₹655,₹640,₹768,-0.98%,-3.33%,-8.61%,-0.33%,-22.57%,-28.70%,253.91%,2074.99%,348061,384571,854354,1615227,1271286,-78.45%,-76.19%,-47.11%,-72.62%,-69.75%,-32.80%,27.05%,0.2,₹630,34,18,15,22.20%
HAPPSTMNDS,Happiest Minds Technologies Ltd,2011,"₹9,169 Cr",Mid Cap,Software & IT Services,₹614,-0.32%,₹519,₹834,18.24%,-26.38%,₹634,₹621,₹671,-1.44%,-3.36%,-5.47%,4.73%,-13.45%,-24.85%,-34.96%,,110680,144111,258442,829016,723593,-86.65%,-82.62%,-68.83%,-84.70%,-80.08%,-64.28%,14.57%,0.1,₹616,50,12,15,-18.27%
AARON,AARON INDUSTRIES Ltd,2013,₹453 Cr,Micro Cap,"Machinery, Equipment & Components",₹433,6.27%,₹251,₹460,72.40%,-5.91%,₹382,₹389,₹351,8.95%,7.66%,15.88%,29.06%,22.68%,65.03%,232.39%,,672820,157996,50388,25548,17768,2533.54%,518.42%,97.23%,3686.61%,789.20%,183.58%,43.78%,26.3,₹407,55,8,6,31.00%
500284,Lords Chloro Alkali Ltd,1979,₹555 Cr,Small Cap,Chemicals,₹227,1.02%,₹117,₹245,93.82%,-7.34%,₹177,₹163,₹156,-1.88%,26.46%,40.39%,43.87%,24.16%,70.10%,8.79%,604.26%,43550,309098,71274,27288,14438,61.28%,1032.74%,161.19%,201.64%,2040.92%,393.67%,89.00%,1.6,₹225,40,6,6,-6.17%
504132,Permanent Magnets Ltd,1960,₹809 Cr,Small Cap,"Machinery, Equipment & Components",₹941,-5.70%,₹600,"₹1,093",56.85%,-13.88%,₹942,₹878,₹849,-7.63%,6.27%,-2.55%,21.15%,4.65%,-8.01%,183.04%,773.20%,19876,34741,14646,16445,12528,21.27%,111.26%,-10.94%,58.65%,177.30%,16.90%,31.26%,1.2,₹998,51,18,15,22.13%
521216,Dhanalaxmi Roto Spinners Ltd,1987,₹72 Cr,Nano Cap,Paper & Forest Products,₹93,-0.04%,₹74,₹152,26.39%,-39.04%,₹93,₹93,₹100,0.81%,1.08%,3.73%,-2.52%,-0.85%,-10.93%,141.80%,911.98%,4484,2222,3586,3732,5824,20.54%,-40.47%,-3.92%,-23.01%,-61.85%,-38.43%,-35.92%,1.2,₹93,8,11,9,21.67%
504605,Uni-Abex Alloy Products Ltd,1972,₹690 Cr,Small Cap,Metals & Mining,"₹3,493",2.10%,"₹1,820","₹3,895",91.92%,-10.32%,"₹3,393","₹3,328","₹2,805",2.67%,0.81%,4.35%,24.60%,37.75%,28.00%,471.07%,908.90%,1419,522,567,967,879,47.87%,-46.05%,-41.40%,61.36%,-40.69%,-35.57%,9.95%,1.5,"₹3,421",21,170,100,69.99%
534425,Speciality Restaurants Ltd,1999,₹669 Cr,Small Cap,Hotels & Entertainment Services,₹138,-0.07%,₹114,₹199,20.56%,-30.68%,₹131,₹131,₹140,-2.20%,2.23%,7.03%,0.22%,-0.72%,-18.92%,-12.42%,369.51%,268,4024,4401,3440,3942,-92.32%,16.97%,27.93%,-93.20%,2.07%,11.64%,-12.74%,0.1,₹138,31,5,4,28.86%
500414,Timex Group India Ltd,1988,"₹2,250 Cr",Small Cap,Textiles & Apparel,₹223,-0.02%,₹118,₹290,89.06%,-23.11%,₹224,₹246,₹199,2.70%,-1.52%,-11.95%,33.82%,18.12%,34.68%,223.57%,1013.35%,300265,342106,1087777,450013,256521,-33.63%,-23.98%,141.72%,17.05%,33.36%,324.05%,75.43%,0.7,₹223,85,3,2,74.67%
RAYMOND,Raymond Ltd,1925,"₹4,785 Cr",Small Cap,Textiles & Apparel,₹719,0.84%,₹433,₹784,65.96%,-8.34%,₹709,₹654,"₹1,296",-0.50%,3.13%,19.83%,-52.42%,-53.27%,-65.56%,-23.46%,189.54%,609280,1315810,3339444,1389595,950454,-56.15%,-5.31%,140.32%,-35.90%,38.44%,251.35%,46.20%,0.4,₹713,100,7,6,19.50%
543236,Atam Valves Ltd,1982,₹121 Cr,Micro Cap,"Machinery, Equipment & Components",₹104,0.05%,₹77,₹198,35.32%,-47.36%,₹108,₹107,₹114,0.05%,-1.42%,-1.12%,-0.77%,-17.83%,-42.06%,-22.76%,,2881,1999,2079,6611,7850,-56.83%,-69.76%,-68.55%,-63.30%,-74.53%,-73.51%,-15.78%,0.4,₹104,19,6,6,-8.33%
539561,Remedium Lifecare Ltd,1988,₹108 Cr,Micro Cap,Pharmaceuticals,₹1,1.67%,₹1,₹11,52.50%,-89.21%,₹1,₹1,₹3,3.39%,1.67%,40.23%,-32.97%,-64.74%,-88.35%,43.53%,916.67%,2939906,3277178,11084266,8764829,5392797,-66.81%,-62.61%,26.46%,-45.48%,-39.23%,105.54%,62.53%,0.3,₹1,,,100,-100.00%
526073,GALAXY BEARINGS LTD,1990,₹291 Cr,Micro Cap,"Machinery, Equipment & Components",₹916,-0.85%,₹601,"₹1,600",52.40%,-42.75%,₹918,₹938,₹923,0.16%,-2.09%,1.07%,32.75%,-8.11%,-39.23%,9.26%,448.50%,205,344,640,1324,1330,-84.74%,-74.06%,-51.69%,-84.58%,-74.17%,-51.89%,-0.43%,0.2,₹924,21,43,45,-4.18%
505872,WPIL Ltd,1952,"₹4,153 Cr",Small Cap,"Machinery, Equipment & Components",₹425,-1.46%,₹346,₹768,23.06%,-44.63%,₹425,₹426,₹508,-3.11%,-4.55%,-1.57%,1.94%,-35.82%,-10.50%,306.02%,983.05%,42893,42337,46694,60323,86316,-29.22%,-29.82%,-22.59%,-50.31%,-50.95%,-45.90%,-30.11%,0.7,₹432,32,13,15,-10.13%
531253,India Gelatine & Chemicals Ltd,1973,₹255 Cr,Micro Cap,Chemicals,₹359,-0.65%,₹306,₹450,17.27%,-20.21%,₹365,₹368,₹373,-0.40%,-2.79%,-1.03%,-1.31%,-6.30%,-8.60%,203.00%,316.12%,844,1037,903,1148,1962,-26.82%,-9.71%,-21.37%,-56.99%,-47.16%,-53.98%,-41.48%,0.7,₹361,15,25,25,-1.92%
532365,Dynacons Systems and Solutions Ltd,1995,"₹1,329 Cr",Small Cap,Software & IT Services,"₹1,054",1.70%,₹929,"₹1,730",13.44%,-39.07%,"₹1,059","₹1,089","₹1,183",1.36%,-0.47%,-3.53%,-5.25%,-11.92%,-17.74%,238.78%,4553.86%,2483,1977,2708,4152,4711,-40.58%,-52.39%,-34.77%,-47.29%,-58.04%,-42.51%,-11.87%,0.6,"₹1,037",19,57,65,-12.38%
543578,Olatech Solutions Ltd,2014,₹95 Cr,Nano Cap,Software & IT Services,₹213,0.00%,₹138,₹546,53.87%,-61.08%,₹216,₹245,₹286,0.00%,1.17%,-11.18%,-35.90%,,25.44%,,,0,4625,5550,9134,9200,-100.00%,-49.37%,-39.24%,-100.00%,-49.73%,-39.67%,-0.71%,0.0,₹213,24,9,9,-2.00%
505358,Integra Engineering India Ltd,1981,₹856 Cr,Small Cap,Professional & Commercial Services,₹249,-3.00%,₹197,₹280,26.22%,-11.18%,₹247,₹227,₹229,-3.00%,-8.92%,7.52%,10.96%,8.04%,-1.39%,299.68%,949.04%,34261,42869,49165,28232,22837,21.77%,51.84%,74.14%,50.02%,87.71%,115.28%,23.62%,1.2,₹256,41,6,6,
540737,Shree Ganesh Remedies Ltd,1995,₹764 Cr,Small Cap,Biotechnology & Medical Research,₹595,1.57%,₹565,₹950,5.31%,-37.37%,₹591,₹613,₹696,0.18%,-0.90%,-3.59%,-19.91%,-10.48%,-29.53%,128.49%,,7692,6715,9021,10645,11052,-28.06%,-36.92%,-15.26%,-30.40%,-39.24%,-18.38%,-3.68%,0.7,₹586,33,18,15,19.73%
505690,Brady And Morris Engineering Co Ltd,1946,₹374 Cr,Micro Cap,"Machinery, Equipment & Components","₹1,661",-4.55%,₹978,"₹2,511",69.91%,-33.86%,"₹1,848","₹1,603","₹1,497",-5.50%,-2.87%,-6.68%,33.75%,41.72%,49.95%,1429.13%,1621.85%,669,377,748,845,711,-21.14%,-55.46%,-11.55%,-5.95%,-47.06%,5.14%,18.86%,0.8,"₹1,740",16,107,100,6.73%
507753,TGV SRAAC Ltd,1981,"₹1,120 Cr",Small Cap,Chemicals,₹105,-0.93%,₹88,₹121,19.22%,-13.52%,₹99,₹101,₹103,-1.92%,2.76%,6.49%,5.08%,3.91%,4.27%,32.83%,526.87%,177728,286341,143140,165452,176704,7.55%,73.07%,-13.49%,0.58%,62.05%,-18.99%,-6.37%,1.1,₹106,12,9,9,-4.22%
509040,Netlink Solutions (India) Ltd,1984,₹43 Cr,Nano Cap,Media & Publishing,₹169,0.06%,₹105,₹233,60.61%,-27.38%,₹171,₹172,₹160,-0.88%,-0.82%,-0.41%,14.83%,0.27%,9.16%,156.75%,,1297,3855,3276,5839,7195,-78.06%,-33.98%,-43.90%,-81.97%,-46.42%,-54.48%,-18.85%,0.2,₹169,8,21,25,-14.84%
506820,Astrazeneca Pharma India Ltd,1979,"₹22,653 Cr",Large Cap,Pharmaceuticals,"₹9,029",0.84%,"₹6,222","₹10,653",45.10%,-15.25%,"₹9,100","₹9,029","₹7,823",0.29%,-3.81%,1.85%,2.14%,30.29%,30.15%,195.89%,169.98%,467,844,2068,3694,2863,-87.53%,-77.15%,-44.01%,-83.69%,-70.52%,-27.76%,29.02%,0.1,"₹8,953",195,46,45,2.89%
539843,NINtec Systems Ltd,2015,₹793 Cr,Small Cap,Software & IT Services,₹430,-5.70%,₹411,₹688,4.60%,-37.51%,₹458,₹455,₹494,-5.13%,-6.74%,-7.66%,-4.17%,-9.09%,-10.15%,859.38%,6076.72%,8802,2014,836,1383,1335,596.76%,45.66%,-39.54%,559.15%,50.85%,-37.39%,3.56%,7.0,₹456,30,14,15,-5.53%
543709,PNGS Gargi Fashion Jewellery Ltd,2009,₹902 Cr,Small Cap,Specialty Retailers,₹870,-0.30%,₹695,"₹1,517",25.24%,-42.61%,₹880,₹890,"₹1,076",-0.19%,-0.98%,0.35%,-14.03%,-41.46%,19.81%,,,7625,6825,9625,12063,12783,-37.17%,-43.42%,-20.21%,-40.35%,-46.61%,-24.70%,-5.63%,0.6,₹873,30,29,25,14.48%
500126,Procter & Gamble Health Ltd,1967,"₹9,661 Cr",Mid Cap,Pharmaceuticals,"₹5,830",-1.53%,"₹4,912","₹6,108",18.68%,-4.54%,"₹5,826","₹5,740","₹5,390",-0.54%,-0.73%,-1.33%,14.33%,7.75%,11.03%,35.71%,43.75%,538,475,577,579,493,-7.26%,-17.95%,-0.50%,9.11%,-3.59%,16.92%,17.51%,0.9,"₹5,921",39,151,100,51.32%
539013,Gita Renewable Energy Ltd,2010,₹49 Cr,Nano Cap,Electrical Utilities & IPPs,₹119,0.89%,₹101,₹198,17.43%,-39.95%,₹121,₹123,₹135,-1.00%,-0.75%,-2.47%,-6.61%,-15.16%,-31.78%,-17.32%,,1731,977,1214,1801,1946,-3.93%,-45.76%,-32.60%,-11.05%,-49.81%,-37.64%,-7.47%,1.0,₹118,,-1,,
516030,Pakka Limited,1981,₹921 Cr,Small Cap,Paper & Forest Products,₹206,-1.10%,₹155,₹363,32.84%,-43.28%,₹210,₹193,₹233,-2.28%,-3.27%,10.54%,18.17%,-21.97%,-24.55%,131.01%,529.48%,12995,13156,39952,24710,22991,-47.81%,-46.76%,61.68%,-43.48%,-42.78%,73.77%,7.48%,0.5,₹208,15,14,15,-9.80%
SAKSOFT,Saksoft Ltd,1999,"₹2,811 Cr",Small Cap,Software & IT Services,₹221,-2.31%,₹125,₹320,76.77%,-30.83%,₹227,₹208,₹197,-2.97%,-9.38%,8.87%,39.59%,9.14%,-3.93%,192.76%,1206.54%,284775,351807,1919845,955644,594545,-70.20%,-63.19%,100.90%,-52.10%,-40.83%,222.91%,60.74%,0.3,₹226,27,8,9,-8.78%
520111,Ratnamani Metals and Tubes Ltd,1983,"₹19,624 Cr",Mid Cap,Metals & Mining,"₹2,794",0.41%,"₹2,338","₹3,972",19.51%,-29.65%,"₹2,874","₹2,863","₹2,947",-0.24%,-2.33%,-0.36%,4.10%,-2.09%,-20.62%,69.52%,308.06%,218,702,1320,966,1099,-77.70%,-27.27%,36.68%,-80.16%,-36.09%,20.10%,-12.13%,0.2,"₹2,783",36,77,85,-9.12%
519156,Vadilal Industries Ltd,1982,"₹4,067 Cr",Small Cap,Food & Tobacco,"₹5,630",-0.46%,"₹3,411","₹7,399",65.04%,-23.91%,"₹5,389","₹5,571","₹4,734",0.48%,3.21%,1.53%,-17.32%,58.69%,30.68%,167.81%,797.50%,914,1035,721,2104,3058,-56.95%,-50.83%,-65.75%,-70.12%,-66.17%,-76.44%,-31.21%,0.4,"₹5,656",27,209,100,109.15%
500163,Godfrey Phillips India Ltd,1936,"₹45,617 Cr",Large Cap,Food & Tobacco,"₹8,802",-6.24%,"₹3,965","₹9,824",121.99%,-10.40%,"₹8,936","₹8,561","₹6,715",-6.50%,-4.39%,7.39%,9.33%,104.24%,104.97%,697.59%,862.37%,20967,18125,16767,9575,14409,123.27%,89.30%,75.11%,45.51%,25.79%,16.36%,-33.55%,2.2,"₹9,388",40,222,100,122.35%
534618,Waaree Renewable Technologies Ltd,1999,"₹11,394 Cr",Mid Cap,Electrical Utilities & IPPs,"₹1,094",-2.20%,₹732,"₹2,075",49.46%,-47.27%,"₹1,049","₹1,029","₹1,112",-0.74%,-7.62%,9.76%,9.10%,17.60%,-38.60%,1681.23%,60226.92%,87426,414633,469002,222990,255753,-61.17%,85.94%,110.32%,-65.82%,62.12%,83.38%,-12.81%,0.4,"₹1,119",,51,45,12.89%
531241,Linc Ltd,1994,₹824 Cr,Small Cap,Professional & Commercial Services,₹139,-1.11%,₹97,₹207,42.89%,-33.09%,₹148,₹145,₹138,-2.74%,-7.01%,-5.62%,27.27%,-1.32%,-7.97%,120.17%,237.64%,426,3539,4832,8265,7263,-94.92%,-57.18%,-41.54%,-94.13%,-51.27%,-33.48%,13.80%,0.1,₹140,22,6,6,6.67%
513517,Steelcast Ltd,1972,"₹2,510 Cr",Small Cap,Metals & Mining,"₹1,238",1.62%,₹613,"₹1,273",101.97%,-2.72%,"₹1,182","₹1,100",₹925,2.31%,4.51%,13.08%,43.43%,47.62%,92.48%,188.45%,1279.28%,2048,1565,2675,3053,2920,-33.28%,-48.75%,-12.38%,-29.85%,-46.41%,-8.37%,4.57%,0.7,"₹1,218",35,36,45,-20.73%
513498,Southern Magnesium and Chemicals Ltd,1985,₹45 Cr,Nano Cap,Metals & Mining,₹152,-4.98%,₹117,₹469,29.57%,-67.67%,₹142,₹140,₹196,-2.85%,-13.96%,20.13%,2.43%,-38.78%,-39.77%,485.33%,,6361,9301,4703,2463,2304,165.02%,277.63%,90.96%,176.03%,303.61%,104.10%,6.88%,2.7,₹160,14,11,9,18.44%
504646,Bhagwati Autocast Ltd,1981,₹102 Cr,Micro Cap,Metals & Mining,₹355,-2.58%,₹315,₹596,12.69%,-40.45%,₹362,₹351,₹393,-3.77%,-2.23%,1.30%,4.41%,-15.08%,-21.40%,121.94%,241.61%,24,185,648,747,910,-96.84%,-75.30%,-13.25%,-97.36%,-79.72%,-28.79%,-17.91%,0.0,₹365,17,21,25,-14.48%
526951,Stylam Industries Ltd,1991,"₹3,195 Cr",Small Cap,Paper & Forest Products,"₹1,884",1.68%,"₹1,441","₹2,736",30.74%,-31.14%,"₹1,673","₹1,696","₹1,914",8.12%,9.49%,15.26%,11.97%,-2.10%,-2.20%,72.39%,774.45%,7686,4554,1660,2130,2148,276.72%,113.81%,-22.08%,257.74%,111.95%,-22.76%,-0.87%,3.8,"₹1,853",26,71,65,9.94%
526263,Mold-Tek Technologies Ltd,1985,₹443 Cr,Micro Cap,Construction & Engineering,₹154,-1.57%,₹110,₹270,40.05%,-42.99%,₹160,₹153,₹168,-2.72%,-1.44%,-6.79%,6.40%,-17.86%,-39.35%,64.37%,355.85%,2094,4469,11592,10689,19693,-80.66%,-58.19%,8.45%,-89.37%,-77.31%,-41.14%,-45.72%,0.2,₹156,23,12,9,30.00%
530897,N G Industries Ltd,1994,₹52 Cr,Nano Cap,Healthcare Providers & Services,₹156,-2.44%,₹145,₹206,7.66%,-24.04%,₹154,₹158,₹165,0.71%,0.97%,2.03%,-2.47%,-4.41%,-6.11%,124.12%,237.15%,105,1278,1190,1350,1162,-92.34%,-5.36%,-11.88%,-90.96%,10.01%,2.44%,16.24%,0.1,₹160,7,23,25,-7.60%
505412,Wendt (India) Limited,1980,"₹1,940 Cr",Small Cap,"Machinery, Equipment & Components","₹9,711",-7.94%,"₹8,174","₹18,000",18.79%,-46.05%,"₹10,210","₹9,144","₹11,902",-9.83%,-11.21%,14.63%,-3.15%,-24.78%,-33.76%,19.76%,290.52%,11336,8905,3864,2847,1526,318.32%,212.80%,35.73%,642.82%,483.51%,153.19%,86.55%,4.2,"₹10,548",55,178,100,77.89%
531201,Shilchar Technologies Ltd,1986,"₹5,877 Cr",Mid Cap,"Machinery, Equipment & Components","₹5,137",-0.23%,"₹2,804","₹6,125",83.20%,-16.13%,"₹5,392","₹5,280","₹4,760",-0.87%,-3.96%,-3.44%,11.05%,7.61%,27.91%,2362.37%,13517.44%,8681,14173,17466,23577,24565,-63.55%,-39.89%,-25.92%,-64.66%,-42.31%,-28.90%,-4.02%,0.4,"₹5,149",40,128,100,28.37%
506854,Tanfac Industries Ltd,1972,"₹4,428 Cr",Small Cap,Chemicals,"₹4,439",-1.03%,"₹1,890","₹4,961",134.88%,-10.53%,"₹4,352","₹3,599","₹3,001",0.12%,-9.06%,27.30%,34.37%,39.15%,110.08%,767.45%,2131.45%,9579,14716,23560,17284,16182,-45.03%,-14.86%,36.32%,-40.81%,-9.06%,45.59%,6.81%,0.5,"₹4,485",50,88,85,3.96%
530361,Prabhhans Industries Ltd,1993,₹51 Cr,Nano Cap,Paper & Forest Products,₹82,-0.55%,₹59,₹130,38.14%,-37.31%,₹99,₹104,₹101,2.64%,-1.33%,-26.71%,-29.74%,-20.49%,18.22%,,,4791,70616,42419,20144,13321,-76.50%,250.56%,110.58%,-64.03%,430.10%,218.43%,51.22%,0.2,₹82,,,100,-100.00%
